,fields
11344,s1007kz
14958,s1007l
2244,s1007m
21594,s1007ma
14184,s1007mb
13297,s1007mc
1322,s1007mz
6695,s1007n
4932,s1007x
13322,s1007z
7296,s1008
11475,s1008a
20251,s1008a2
13685,s1008aa
20679,s1008ab
1858,s1008ac
4210,s1008ad
15763,s1008ae
2353,s1008af
6520,s1008ag
21120,s1008ah
21467,s1008ai
842,s1008aj
5410,s1008an
11205,s1008b
4886,s1008b2
8867,s1008bb
13824,s1008bn
15840,s1008c
2856,s1008c2
15073,s1008ca
11118,s1008cb
8008,s1008cn
12828,s1008cx
21038,s1008d
14095,s1008dn
14112,s1008e
3621,s1008x
13914,s1008z
570,s1009
6906,s1009a
17618,s1009b
2420,s1009c
9946,s1009d
20054,s1009e
8791,s1009f
9573,s1009fa
17748,s1009fb
981,s1009g
17478,s1009h
14251,s1009i
12337,s1009j
1834,s1009k
2895,s1009x
15024,s1009z
13964,s100b
1109,s101
18439,s1010
1669,s1010a
21662,s1010aa
6685,s1010ab
6299,s1010ac
15680,s1010ad
721,s1010ae
20840,s1010af
2519,s1010ag
2303,s1010ah
21795,s1010ai
6522,s1010aj
20913,s1010ak
12801,s1010al
15060,s1010am
13066,s1010ax
414,s1010b
10739,s1010ba
16278,s1010bb
14614,s1010bc
13205,s1010bd
16068,s1010be
21577,s1010bx
9527,s1010c
13059,s1010ca
6730,s1010cb
1242,s1010cc
15541,s1010cd
2690,s1010cx
15648,s1010d
10195,s1010e
13334,s1010f
7085,s1010g
10198,s1010h
4572,s1010i
21048,s1010m
19292,s1010n
15304,s1010o
2436,s1010p1
19742,s1010p2
4150,s1010p3
2928,s1010q
17502,s1010r
18851,s1010s
13247,s1010t
6759,s1010u
6595,s1010un
16909,s1010v
11726,s1010vn
6966,s1010x
9801,s1011
113,s1011a
8084,s1011b
10929,s1011c
3750,s1011d
7200,s1011e
8610,s1011f
639,s1011t
4422,s1012
12159,s1012a
10474,s1012aaa
19067,s1012aab
21257,s1012aac
3601,s1012aad
21619,s1012aae
9265,s1012aaf
17444,s1012aag
19514,s1012aah
6542,s1012aax
1876,s1012aaz
20605,s1012b
2912,s1012bn
11495,s1012c
16112,s1012d
6334,s1012e
3675,s1012f
1141,s1012g
8251,s1012h
9643,s1012i
18117,s1012ia
984,s1012ib
13504,s1012ic
11541,s1012id
766,s1012ie
5122,s1012if
20268,s1012ig
13260,s1012j
20976,s1012k
9606,s1012l
5505,s1012m
1345,s1012n
13151,s1012na
8195,s1012nb
13024,s1012nc
9188,s1012nd
17370,s1012nx
17774,s1012ny
4597,s1012o
8417,s1012p
13468,s1012x
8094,s1012z
21664,s1013
15034,s1013a
451,s1013aa
8390,s1013ab
10775,s1013ax
463,s1013ay
10357,s1013b
12147,s1013ba
11498,s1013bb
5750,s1013bx
15105,s1013by
7639,s1013c
6938,s1013ca
18818,s1013cb
7738,s1013cx
13625,s1013cy
643,s1013d
3812,s1013da
2251,s1013db
13350,s1013dx
18748,s1013dy
12666,s1013e
6992,s1013ea
5767,s1013eb
5558,s1013ex
3843,s1013ey
12492,s1013f
3845,s1013fa
19026,s1013fb
16421,s1013fx
14408,s1013fy
8778,s1013g
15163,s1013h
19991,s1013i
19535,s1013j
20862,s1013k
13928,s1013x
14485,s1013z
6456,s1014
12661,s1014a
14772,s1014b
18803,s1014c
12667,s1014d
15842,s1014e
11810,s1014f
18888,s1014g
4289,s1014h
3792,s1014i
18203,s1014j
8970,s1014k
8121,s1014m
11839,s1014n
12238,s1014o
15096,s1014p
21493,s1014s
16538,s1014t
15691,s1014v
4191,s1014x
18079,s1014z
4503,s1015
15302,s1015a
18583,s1015b
14600,s1015ba
2693,s1015bb
5819,s1015bc
10566,s1015bd
5953,s1015be
11158,s1015bx
13406,s1015c
4065,s1015d
21262,s1015e
19056,s1015f
10140,s1015g
17935,s1015h
3592,s1015ha
19340,s1015hb
20640,s1015hc
19076,s1015hd
17887,s1015he
18177,s1015hf
3242,s1015hg
17812,s1015hh
2374,s1015hx
2753,s1015i
9361,s1015j
2035,s1015k
2489,s1015ka
17087,s1015kb
19703,s1015kc
4175,s1015kd
9689,s1015ke
10269,s1015kf
17754,s1015kx
11848,s1015l
11524,s1015m
16717,s1015n
2028,s1015x
2645,s1016
15714,s1016a
10914,s1016b
2649,s1016c
1537,s1016d
20537,s1016e
19637,s1016f
5799,s1016g
9608,s1016h
20101,s1016m
17177,s1016x
9975,s1016y
13500,s1017
8133,s1017a
21576,s1017b
14145,s1017bm
2463,s1017by
17265,s1017c
11069,s1017d
12309,s1017e
8109,s1017y
4129,s1018
18986,s1018a
17159,s1018aa
15896,s1018ab
8869,s1018ac
1006,s1018ad
10321,s1018ae
10087,s1018af
11427,s1018ag
12615,s1018ah
732,s1018ai
16158,s1018aj
4331,s1018ak
12695,s1018al
14334,s1018am
3292,s1018an
21057,s1018ao
7839,s1018ap
3145,s1018aq
20325,s1018ar
14511,s1018as
17424,s1018at
3322,s1018au
19371,s1018av
21136,s1018aw
21268,s1018ax
19449,s1018b
8824,s1018ba
14052,s1018bb
8561,s1018bc
14720,s1018bd
6439,s1018be
12008,s1018bf
11650,s1018bg
638,s1018bh
12953,s1018bi
15658,s1018bj
10991,s1018bk
951,s1018bl
19897,s1018bm
9933,s1018bn
17137,s1018bo
17055,s1018bp
11884,s1018bq
1031,s1018br
9760,s1018bs
4254,s1018bt
20746,s1018bu
8270,s1018bv
20736,s1018bw
5783,s1018bx
7459,s1018c
3769,s1018d
21176,s1018e
9393,s1018f
872,s1018g
21762,s1018h
10541,s1018i
19872,s1018j
2582,s1018k
7947,s1018x
10834,s1019
3858,s1019_m
21436,s1019_y
14292,s1019a
19542,s1019b
21046,s1019c
3119,s1019d
12551,s1019e
5303,s1019f
18979,s1019g
3532,s1019h
11841,s1019x
20253,s1019y
11537,s1019z
5473,s101a
13986,s101a1
1988,s101a2
5562,s101a3
15217,s101ad
12947,s101ap
6696,s101as
3590,s101b
9832,s101b1
17507,s101b2
21026,s101b3
18385,s101b4
7360,s101ba
20924,s101bb
2608,s101bc
19078,s101c
19321,s101caa
11831,s101cab
19554,s101cac
866,s101d
1038,s101e
10299,s101e1
16148,s101e2
18960,s101e3
61,s101ed
20109,s101es
17182,s101h
18988,s101m
8372,s101t
4043,s102
16426,s1020
12540,s1020a
16356,s1020b
20248,s1020c
220,s1020d
20881,s1020e
8932,s1020f
19978,s1020g
18738,s1020h
17970,s1020i
19052,s1020j
20183,s1020k
6754,s1020l
4463,s1020x
1630,s1020y
4816,s1020z
7827,s1021
12031,s1021a
8048,s1021b
18804,s1021c
8412,s1021d
461,s1021e
209,s1021f
10740,s1021g
7809,s1021x
2437,s1021y
8377,s1022
20978,s1022a
18447,s1022b
13545,s1022c
14003,s1022d
2497,s1022e
4228,s1022f
18807,s1022g
8770,s1022h
21616,s1022i
8266,s1022x
4272,s1022y
12812,s1022z
8649,s1023
11957,s1023_a
13393,s1023_b
4089,s1023_c
12384,s1023_x
5612,s1023a
19068,s1023aa
3566,s1023ab
1550,s1023ac
13431,s1023ad
11176,s1023ae
16261,s1023af
8546,s1023ag
18944,s1023ah
12991,s1023ax
4730,s1023az
21216,s1023b
14280,s1024
4281,s1024a
18773,s1024b
15944,s1024c
4087,s1024d
12911,s1024e
20112,s1024f
12377,s1024g
10421,s1024h
6343,s1024i
12285,s1024j
5003,s1024k
13209,s1024l
19732,s1024m
4976,s1024n
2511,s1024u
7126,s1024x
16540,s1025
7249,s1025a
6045,s1025b
18114,s1025c
16718,s1025d
15080,s1025e
13848,s1025f
12023,s1025g
2543,s1025h
21749,s1025m
7082,s1025x
13567,s1025y
18839,s1025z
19711,s1026
5250,s1026a
5244,s1026b
10322,s1026x
2659,s1027
5620,s1027aa
4095,s1027ab
13330,s1027ac
11388,s1027ad
9430,s1027ae
6781,s1027af
19082,s1027ag
17461,s1027ah
3404,s1027ai
4605,s1027aj
838,s1027ak
16912,s1027al
4127,s1027am
17707,s1027an
1275,s1027ao
10446,s1027ap
7750,s1027ax
12799,s1027ba
11904,s1027bb
7103,s1027bc
14926,s1027bd
14581,s1027be
2867,s1027bf
14964,s1027bg
18947,s1027bh
13597,s1027bi
6349,s1027bj
3472,s1027bk
2706,s1027bl
9853,s1027bm
17049,s1027bn
20116,s1027bo
4220,s1027bp
20480,s1027bx
1926,s1027ca
13245,s1027cb
14320,s1027cc
12270,s1027cd
2124,s1027ce
21469,s1027cf
10384,s1027cg
17396,s1027ch
18731,s1027ci
21110,s1027cj
4449,s1027ck
1000,s1027cl
13541,s1027cm
5908,s1027cn
3610,s1027co
19594,s1027cp
8554,s1027cx
1318,s1027d
4839,s1027s
17184,s1028
15457,s1028a
21419,s1028b
540,s1028c
1410,s1028d
10408,s1028e
16076,s1028f
7555,s1028g
16953,s1028h
17279,s1028i
5391,s1028j
21528,s1028k
764,s1028l
1265,s1028m
8192,s1028n
18285,s1028o
2874,s1028p
7720,s1028q
924,s1028s
20725,s1028t
16186,s1028x
21099,s1028y
21071,s1028z
10764,s1029
770,s1029a
6881,s1029b
9068,s1029c
8092,s1029d
12190,s102a
15373,s102aa
16003,s102ab
14988,s102ac
19303,s102b
21635,s102c
3826,s102d
13965,s102e
6259,s102g
2731,s102h
11998,s102m
19301,s103
328,s1030
21524,s1030a
997,s1030aa
1604,s1030ab
18353,s1030ac
10093,s1030ad
21491,s1030ae
14973,s1030af
4694,s1030ag
9590,s1030ah
16543,s1030ai
9888,s1030aj
19209,s1030ak
21389,s1030al
16030,s1030am
2643,s1030ax
14575,s1030b
20332,s1030ba
20503,s1030bb
95,s1030bc
13923,s1030bd
19189,s1030be
10920,s1030bf
15470,s1030bg
21039,s1030bh
18597,s1030bi
4284,s1030bj
10989,s1030bk
2451,s1030bl
20434,s1030bm
15720,s1030bx
15992,s1030c
20368,s1030ca
12650,s1030cb
7198,s1030cc
3771,s1030cd
4580,s1030ce
17261,s1030cf
20104,s1030cg
17387,s1030ch
12142,s1030ci
1158,s1030cj
12673,s1030ck
3922,s1030cl
9149,s1030cm
3213,s1030cx
12840,s1030d
15372,s1030e
7385,s1030f
510,s1030g
3010,s1030h
1822,s1030i
320,s1030j
18780,s1030k
19415,s1030l
1197,s1030x
14486,s1031
11067,s1032
9979,s1032a
12944,s1032b
19881,s1032c
12850,s1032c_a
15908,s1032c_b
18170,s1032c_c
561,s1032c_d
18259,s1032c_e
20137,s1032d
5561,s1032e
7253,s1032f
16823,s1032g
17383,s1032h
21726,s1032i
19532,s1032j
13577,s1032k
11224,s1032l
2524,s1032m
10255,s1032n
11309,s1032x
21269,s1032y
9968,s1033
13828,s1034
1420,s1034a
17958,s1034b
14201,s1035
8099,s1035a
11276,s1035b
18787,s1035c
3272,s1035d
6126,s1035e
20429,s1035f
3073,s1036
11916,s1036a
15554,s1036b
11605,s1036c
8329,s1036d
2415,s1036d_1
18233,s1036d_2
5047,s1036d_3
19628,s1036df
13421,s1036e
13169,s1036p_1
2603,s1036p_2
7374,s1036p_3
16134,s1036pf
1254,s1036s_1
17322,s1036s_2
13752,s1036s_3
8313,s1036sf
776,s1037
20086,s1037a
20650,s1037b
19605,s1037c
8159,s1037d
3933,s1038
18428,s1039
11961,s1039a
16467,s1039b
13990,s1039x
15794,s1039y
3641,s103a
7474,s103b
18483,s103c
1144,s103d
18614,s103e
3416,s103g
3847,s103x
21356,s104
5998,s1040
8075,s1040aa
19195,s1040ab
13288,s1040ac
17482,s1040ad
21499,s1040ae
14144,s1040af
17194,s1040ag
10516,s1040ah
13010,s1040ai
16661,s1040aj
18200,s1040ak
9710,s1040al
7333,s1040am
1342,s1040ax
11377,s1040ba
14953,s1040bb
1687,s1040bc
20742,s1040bd
10158,s1040be
13045,s1040bf
17157,s1040bg
21290,s1040bh
16059,s1040bi
2203,s1040bj
3179,s1040bk
14578,s1040bl
3184,s1040bm
1525,s1040bx
6594,s1040ca
20938,s1040cb
12444,s1040cc
16700,s1040cd
4041,s1040ce
13819,s1040cf
4480,s1040cg
11608,s1040ch
11346,s1040ci
3674,s1040cj
14621,s1040ck
7686,s1040cl
9779,s1040cm
19112,s1040cx
18925,s1041
11287,s1041a
12456,s1041b
1017,s1041c
7638,s1041d
19225,s1041e
2514,s1041f
9235,s1041g
12619,s1041h
424,s1041i
5858,s1041j
8843,s1041k
11910,s1041l
6382,s1041m
11278,s1041n
2333,s1041x
12653,s1041y
11372,s1042
20326,s1043
3018,s1044
815,s1044a
11505,s1044b
8913,s1044c
17326,s1044d
12057,s1044x
274,s1045
2816,s1046
9845,s1047
10930,s1047a
17663,s1047b
20317,s1047c
5331,s1047d
11796,s1047e
10105,s1048a
17971,s1048b
14651,s1048c
6506,s1048d
4540,s1049
19088,s104a
4634,s104b
15998,s104ba
3440,s104bb
21027,s104bc
11005,s104bd
10678,s104bx
3204,s104c
12600,s104ca
7816,s104cb
16374,s104cc
9238,s104cg
3606,s104cx
18054,s104d
14418,s104e
9251,s104g
1117,s104l
4903,s104m
18108,s104mg
7138,s104p
2695,s104x
19648,s104y
2909,s104yg
508,s105
5294,s1050
9629,s1051
15952,s1052a
10733,s1052b
7967,s1052c
12096,s1052d
11272,s1052e
4190,s1054
14061,s1055
468,s1056a
6723,s1056b
1746,s1056c
13166,s105_q
14482,s105_r
3474,s105a
6403,s105b
1166,s105c
4914,s105cg
4674,s105d
20378,s105l
10578,s105mg
10520,s105yg
13619,s106
20719,s106_q
11023,s106_r
14245,s106a
14908,s106ad
9218,s106ap
16673,s106b
12820,s106c
19123,s106d
12483,s106e1
11845,s106e2
13065,s106ea
13176,s106eb
8105,s106ex
20875,s106ez
18386,s106f
9219,s106g
10318,s106m
21063,s106n
17973,s106x
12119,s106y
9897,s107
15055,s107a
16175,s107b
14735,s107by
4086,s107e
9264,s107fh
5131,s107g
16548,s107gh
8885,s107hh
12638,s107ih
14629,s107jh
2881,s107kh
18140,s107lh
4899,s107mh
16965,s107mt
17289,s107n
9488,s107nh
2132,s107o
4119,s107oh
7029,s107ph
2758,s107yt
7824,s108
8666,s108a
15880,s108a1
16711,s108b
18701,s108ba
9099,s108bb
9623,s108bc
12490,s108bd
2892,s108be
21598,s108bf
14954,s108bg
16954,s108bx
6269,s108c
16338,s108e
7166,s108f
6915,s108g
22,s108m
20001,s108n
11867,s108s
7279,s108u
8820,s108y
19466,s109
13995,s1094
19162,s1096
6618,s109a
8675,s109b
2495,s109ba
1849,s109bb
5060,s109bc
16283,s109bd
10562,s109be
16369,s109bf
9786,s109bg
8584,s109bh
2290,s109bi
18728,s109bj
7858,s109bk
9847,s109bx
3886,s109c
5052,s109e
19948,s109f
20542,s109m
21383,s109n
4582,s109u
16386,s109y
2289,s10d
19663,s10m
14852,s10y
20603,s11
3625,s110
4602,s1101
20182,s1101a
6908,s1101b
3390,s1101b5
7909,s1101c
6666,s1101d
4349,s1101e
12582,s1101f
20284,s1101g
153,s1102
21620,s1102a
2118,s1102b
6332,s1102c
12126,s1102d
5872,s1102e
18205,s1102f
20002,s1102g
18965,s1102h
21500,s1102i
2025,s1102j
15666,s1102k
18623,s1102l
10935,s1102m
18116,s1102x
21522,s1102z
17458,s1103
1782,s1103a
13338,s1103aa
20107,s1103b
1780,s1103bb
20115,s1103c
15467,s1103d
20580,s1103e
4830,s1103f
5203,s1103g
2064,s1103gb
12286,s1103hb
13695,s1103x
5406,s1103z
1234,s1104
9936,s1104a
10588,s1104a1
131,s1104a2
1303,s1104b
5531,s1104b1
15233,s1104b2
9564,s1104c
19812,s1104c1
7916,s1104c2
9319,s1104d
15812,s1104e
12216,s1104m
4313,s1104n
11088,s1104y
2180,s1105
17323,s1105_a
10789,s1105_b
14374,s1105_c
12175,s1105a
7706,s1105a1
18889,s1105a2
6367,s1105aa
6991,s1105ab
10954,s1105ac
21118,s1105ad
14885,s1105b
13716,s1105b1
0,s1105b2
20573,s1105c1
7820,s1105c2
7230,s1105d1
4332,s1105d2
16209,s1105e1
9476,s1105e2
2185,s1105f1
15937,s1105f2
17786,s1105g1
21410,s1105g2
9842,s1105h1
1889,s1105h2
3524,s1105i1
2150,s1105i2
2535,s1105n
12188,s1106
13329,s1106_a
15699,s1106_b
9385,s1106a
11571,s1106b
3816,s1106g
16969,s1106hn
2258,s1107
11506,s1107a
20323,s1107b
1375,s1108
8173,s1108a
7870,s1108aa
1182,s1108ab
7295,s1108ac
6787,s1108acd
16139,s1108acm
5669,s1108acy
5830,s1108b
3506,s1108c
146,s1108d
1496,s1108e
17797,s1108f
2221,s1108g
10708,s1108h
490,s1108i
14715,s1108j
2324,s1108k
15093,s1108l
3918,s1108m
20595,s1108n
20990,s1108o
16841,s1108x
297,s1108z
1219,s1109
16594,s1109a
8577,s1109b
45,s1109bb
2983,s1109c
18737,s1109ca
18182,s1109d
21484,s1109dd
18459,s1109e
14468,s1109f
21157,s1109ff
14162,s1109g
13584,s1109h
15731,s1109i
256,s1109j
4973,s1109k
21007,s1109l
4090,s1109m
4870,s1109n
10522,s1109o
5,s1109p
3882,s1109q
3062,s1109r
11578,s1109s
21024,s1109t
10343,s1109u
14513,s1109x
15261,s110a
6241,s110b
11613,s110c
19286,s110d
13690,s110e
2440,s110g
16676,s110h
9248,s110i
2158,s110j
17317,s110k
5772,s110l
2902,s110m
2574,s110n
5638,s110o
16722,s110p
2127,s110q
20249,s110r
2516,s110s
18864,s110t
5161,s110u
10210,s110v
7818,s110w
10325,s111
19348,s1110
6803,s1110a
16189,s1110aa
21751,s1110b
21011,s1110bb
3887,s1110c
4122,s1110cc
12120,s1110d
11228,s1110dd
14189,s1110h
17307,s1110i
18658,s1110j
17912,s1110k
3599,s1110l
20899,s1110x
160,s1110y
8025,s1111
8210,s1111a
2114,s1111b
14388,s1111c
7262,s1111d
629,s1111e
18266,s1111f
1217,s1111g
15168,s1111h
6556,s1111i
7504,s1111j
2538,s1111k
19874,s1111l
19042,s1111m
17015,s1111n
19277,s1111o
11201,s1111x
13698,s1112
17865,s1112a
15239,s1112b
17255,s1112c
8248,s1112x
345,s1113
16674,s1113_aa
15441,s1113_ab
15982,s1113_ax
114,s1113_ay
12244,s1113_ba
10600,s1113_bb
765,s1113_bx
9348,s1113_by
5420,s1113_ca
17185,s1113_cb
14386,s1113_cx
5501,s1113_cy
4314,s1113_da
12975,s1113_db
14931,s1113_dx
5877,s1113_dy
20897,s1113_ea
14048,s1113_eb
795,s1113_ex
143,s1113_ey
12860,s1113_fa
2070,s1113_fb
3630,s1113_fx
10845,s1113_fy
18769,s1113a
5632,s1113b
18278,s1113c
9040,s1113d
16541,s1113q
13674,s1113r
11991,s1113s
14029,s1113t
9829,s1113u
11564,s1113v
12803,s1113x
20998,s1114
4994,s1114a
15574,s1114an
9910,s1114b
586,s1114bn
6861,s1114c
17523,s1114cn
10868,s1114d
4354,s1114dn
754,s1114e
6426,s1114h
14584,s1114m
6990,s1114t
5389,s1114x
21115,s1115
8900,s1115a
11376,s1115b
16602,s1115c
10472,s1115d
17588,s1115x
6812,s1115z
21270,s1116
4952,s1116a
18745,s1116b
17569,s1117
21329,s1117a
7689,s1117b
5743,s1117c
1010,s1117d
17429,s1117e
931,s1117f
2886,s1117x
19802,s1118
18393,s1118a
10900,s1118b
11304,s1118c
3897,s1118d
3025,s1118e
128,s1118f
7479,s1118g
17813,s1118h
7087,s1118i
9402,s1118j
17956,s1118k
19786,s1118l
19430,s1118m
9985,s1118n
21663,s1118o
8475,s1118p
16893,s1118x
4514,s1119
11651,s1119a
8802,s1119b
11212,s1119c
12230,s1119d
5027,s1119e
3722,s1119f
11131,s1119g
20062,s1119h
5838,s1119x
3782,s111a
1821,s111b
10611,s111ch
1020,s111dh
7237,s111eh
5552,s111fh
17889,s111gh
1336,s111hh
11981,s111ih
20152,s111jh
17420,s111kh
19176,s111lh
16392,s112
19226,s1120
19290,s1120a
4933,s1121
7899,s1122
16446,s1122_01
2455,s1122_02
11926,s1122_03
16105,s1122_04
12367,s1122_05
11075,s1122_06
15975,s1122_07
17243,s1122_08
12308,s1122_09
16011,s1122_10
15517,s1122_11
19836,s1122_12
19255,s1122_13
14858,s1122_14
14121,s1122_15
16528,s1122_16
19284,s1122_17
1392,s1122_18
13186,s1122_19
18520,s1122_20
13200,s1122_a
8596,s1122_b
17504,s1122_c
9553,s1122_d
6661,s1122_e
11033,s1122_f
7736,s1122_x
1077,s1122_z
17966,s1123
3924,s1123a
15101,s1123aa
18348,s1123b
15315,s1123bb
9353,s1123c
13760,s1123d
10555,s1123e
20596,s1123f
21737,s1123g
8411,s1123h
3092,s1123i
13233,s1123j
4125,s1123k
14379,s1123l
7217,s1123m
14820,s1123n
21786,s1123o
8634,s1123x
2050,s1124
5028,s1124t
16346,s1124u
19586,s1125
1335,s1125a
11460,s1125b
17982,s1125c
21333,s1125d
7136,s1125e
12584,s1125f
2295,s1125g
2291,s1125h
21317,s1125x
16822,s1125y
16344,s1125z
13466,s1126
17480,s1126a
2210,s1127
5000,s1127a
17371,s1127b
18512,s1127c
18975,s1127d
8852,s1127x
6488,s1127z
15656,s1128
2879,s1128a
1643,s1128aa
15862,s1128ab
15584,s1128ac
5380,s1128ad
5855,s1128ax
20541,s1128az
3894,s1128b
15525,s1128c
9915,s1128d
17042,s1128e
1313,s1128f
14353,s1128x
19647,s1129
17286,s1129a
11370,s1129b
15022,s1129c
13989,s1129d
21287,s1129e
5009,s1129f
8231,s1129g
4282,s1129h
15195,s1129i
11775,s1129j
13509,s1129k
1935,s1129l
6159,s1129x
9281,s112a
20110,s112aa
19805,s112ab
11561,s112ac
19317,s112ad
9294,s112ae
13661,s112ax
12735,s112b
4773,s112ba
12165,s112bb
11644,s112bc
9662,s112bd
2871,s112be
749,s112bf
9843,s112bg
12276,s112bx
3804,s112c
5801,s112d
14137,s112e
14399,s112f
2021,s112h
6824,s112x
16944,s113
15346,s1130
13671,s1131
3234,s1131a
7301,s1131b
20420,s1131c
18453,s1131d
8744,s1131e
16968,s1132
1613,s1132a
12352,s1132b
3308,s1132c
18277,s1132d
10890,s1132e
9604,s1132f
2371,s1132g
18130,s1132h
10776,s1132i
8317,s1132j
14666,s1132k
9841,s1132l
7906,s1132x
11609,s1133
7574,s1133a
21629,s1133b
15316,s1133c
16203,s1133d
6386,s1134
9894,s1134ad
1238,s1134ap
8794,s1134as
5675,s1134bd2
10690,s1134bd3
7705,s1134bda
4911,s1134bs2
12315,s1134bs3
16544,s1134bsa
5529,s1134bvb
7471,s1135a
9211,s1135b
16376,s1135c
20036,s1135d
2521,s1135e
15419,s1135f
19333,s1135g
9367,s1135h
16821,s1135i
19400,s1135k
16293,s1135p
8580,s1135s
19927,s1135x
18717,s1135y
15323,s1136
16023,s1136a
18498,s1136d
14545,s1136p
5571,s1136s
1187,s1137a
15412,s1137b
9971,s1137c
8678,s1137d
12946,s1137p
18296,s1137s
13234,s1138
21738,s1138d2
7421,s1138d3
11747,s1138da
10652,s1138s2
1974,s1138s3
18917,s1138sa
13905,s1138vb
1986,s1139
10053,s113a
1245,s113b
11031,s113c
14479,s113d
16287,s113e
9104,s113f
6148,s113g
11277,s113h
21613,s114
8622,s1140a
3627,s1140b
3180,s1140x
432,s1140y
20017,s1140z
14604,s1142aa
12863,s1142ab
3150,s1142ac
5719,s1142ad
6233,s1142ae
12868,s1142af
21474,s1142ag
15248,s1142ah
12693,s1142ai
14422,s1142aj
2279,s1142ak
6959,s1142al
20844,s1142am
20113,s1142an
7003,s1142ax
6627,s1142ba
19199,s1142bb
11667,s1142bc
15046,s1142bd
7794,s1142be
16560,s1142bf
18900,s1142bg
17352,s1142bh
10045,s1142bi
12391,s1142bj
10424,s1142bk
13693,s1142bl
1340,s1142bm
4346,s1142bn
13087,s1142bx
19545,s1142ca
5681,s1142cb
13152,s1142cc
13998,s1142cd
9142,s1142ce
5545,s1142cf
18751,s1142cg
15851,s1142ch
4678,s1142ci
9547,s1142cj
7193,s1142ck
12174,s1142cl
4491,s1142cm
532,s1142cn
2525,s1142cx
18171,s1142da
10405,s1142db
21744,s1142dc
11752,s1142dd
20517,s1142de
12841,s1142df
7966,s1142dg
9456,s1142dh
14738,s1142di
15155,s1142dj
12039,s1142dk
6514,s1142dl
19033,s1142dm
11227,s1142dn
1446,s1142dx
6573,s1142ea
7481,s1142eb
4350,s1142ec
10972,s1142ed
5805,s1142ee
12205,s1142ef
11641,s1142eg
4330,s1142eh
6246,s1142ei
20331,s1142ej
6538,s1142ek
13335,s1142el
2694,s1142em
1731,s1142en
4892,s1142ex
6342,s1142fa
6867,s1142fb
4342,s1142fc
19926,s1142fd
1089,s1142fe
3811,s1142ff
2702,s1142fg
5465,s1142fh
6653,s1142fi
16667,s1142fj
17167,s1142fk
19603,s1142fl
1967,s1142fm
5945,s1142fn
6034,s1142fx
2418,s1143
14469,s1143a
12265,s1143b
3205,s1143c
16804,s1143d
13472,s1143e
16257,s1143f
18231,s1143g
13950,s1143h
1513,s1143i
6378,s1143j
15268,s1143k
2660,s1143l
10619,s1143m
9509,s1143n
18324,s1143x
13121,s1143z
11743,s1144
16094,s1145a
2900,s1145b
979,s1145c
5911,s1145d
569,s1145e
12783,s1145x
2259,s114a
864,s114b
3720,s114ba
3705,s114bb
637,s114bc
13428,s114bd
8639,s114be
18028,s114bf
1034,s114bg
17331,s114bh
7692,s114bi
15801,s114bj
17409,s114bk
10874,s114bl
11532,s114bm
249,s114bn
13174,s114c
19986,s114ch
18036,s114d
1498,s114dh
400,s114e
18347,s114eh
9644,s114f
6973,s114fh
11464,s114g
16806,s114gh
3444,s114gx
12723,s114hh
13319,s114ih
1581,s114jh
12533,s114kh
20051,s114lh
12481,s114mh
14105,s114x
10398,s115
5068,s115a
19141,s115aa
791,s115ab
9811,s115ax
9246,s115b
9950,s115bb
18416,s115bc
16501,s115bd
11280,s115be
3393,s115bf
13058,s115bg
1499,s115c
7752,s115d
12521,s115e
19187,s115g
21073,s115ia
17683,s115ib
15938,s115ic
20499,s115x
8108,s116
9833,s116a
5144,s116aa
338,s116ab
120,s116ac
12779,s116ad
3250,s116ae
897,s116af
20779,s116ag
6934,s116ah
14014,s116ai
4898,s116aj
2899,s116ax
9603,s116b
13456,s116ba
21094,s116bb
7290,s116bc
5688,s116bd
17574,s116be
12017,s116bf
11973,s116bg
15466,s116bh
17002,s116bi
17839,s116bj
4872,s116bk
4768,s116bl
9630,s116bm
19001,s116bn
10586,s116bo
17822,s116bu
12482,s116bx
10276,s116by
6288,s116bz
13745,s116c
16855,s116ca
11048,s116cb
7398,s116cc
8342,s116cd
13199,s116ce
2392,s116cf
8825,s116cg
6847,s116ch
1528,s116cx
20836,s116cz
6665,s116d
9428,s116e
6022,s116f
20032,s116g
6619,s116x
4996,s117
9664,s117a
16773,s117aa
1522,s117ab
1140,s117ac
4433,s117ad
8308,s117ae
3928,s117af
8356,s117ag
20857,s117ah
8673,s117ai
20271,s117aj
6398,s117au
1735,s117ax
17459,s117ay
1132,s117b
132,s117ba
3103,s117bb
19523,s117bc
21087,s117bd
10157,s117be
15374,s117bf
1660,s117bg
18350,s117bh
5318,s117bi
16831,s117bz
3562,s117c
2814,s117ca
10727,s117cb
15563,s117cc
1427,s117cd
10515,s117ce
5206,s117cf
19855,s117cg
20626,s117cx
21246,s117cz
3394,s117d
21564,s117dh
5735,s117e
19792,s117ea
10540,s117eb
18740,s117ec
17152,s117f
19940,s117g
4560,s117h
9584,s117i
5219,s117j
10734,s117k
465,s117l
12771,s117m
12639,s117n
19683,s117o
5790,s117p
250,s117q
1467,s117r
10071,s117s
11946,s117t
20081,s117u
12428,s117v
8325,s117w
6270,s117x
10394,s117y
17147,s118
13387,s118a
21769,s118aig
8392,s118b
5126,s118c
467,s118d
14443,s118e
18715,s118f
12382,s118fa
2322,s118fb
7037,s118g
13487,s118h
1797,s118ig
19457,s118x
